/INFO 2024-11-03 05:07:07,343 autoreload Watching for file changes with StatReloader
DEBUG 2024-11-03 05:07:07,647 autoreload File /usr/lib/python3.10/encodings/aliases.py first seen with mtime 1726069656.0
DEBUG 2024-11-03 05:07:07,647 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/core/serializers/base.py first seen with mtime 1730554576.0486317
DEBUG 2024-11-03 05:07:07,647 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django_prometheus/urls.py first seen with mtime 1730561727.8540778
DEBUG 2024-11-03 05:07:07,647 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/contrib/admin/options.py first seen with mtime 1730554575.652622
DEBUG 2024-11-03 05:07:07,647 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/views/decorators/__init__.py first seen with mtime 1730554576.106633
DEBUG 2024-11-03 05:07:07,647 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/requests/__version__.py first seen with mtime 1729421355.556352
DEBUG 2024-11-03 05:07:07,647 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/requests/cookies.py first seen with mtime 1729421355.5573518
DEBUG 2024-11-03 05:07:07,647 autoreload File /usr/lib/python3.10/urllib/error.py first seen with mtime 1726069656.0
DEBUG 2024-11-03 05:07:07,647 autoreload File /usr/local/lib/python3.10/dist-packages/rest_framework/response.py first seen with mtime 1707217129.7902427
DEBUG 2024-11-03 05:07:07,647 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/views/generic/dates.py first seen with mtime 1730554576.109633
DEBUG 2024-11-03 05:07:07,647 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/django/core/checks/compatibility/django_4_0.py first seen with mtime 1730554576.0396314
DEBUG 2024-11-03 05:07:07,648 autoreload File /usr/lib/python3/dist-packages/idna/package_data.py first seen with mtime 1634081418.0
DEBUG 2024-11-03 05:07:07,648 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/tzdata/__init__.py first seen with mtime 1716271566.8924594
DEBUG 2024-11-03 05:07:07,648 autoreload File /usr/lib/python3.10/importlib/machinery.py first seen with mtime 1726069656.0
DEBUG 2024-11-03 05:07:07,648 autoreload File /home/bekzat/.local/lib/python3.10/site-packages/psycopg2/errors.py first seen with mtime 1730554575.4966183
DEBUG 2024-11-03 05:07:07,648 autoreload File /usr/lib/python3.10/tokenize.py first seen with mtime 1726069656.0
DEBUG 2024-11-03 05:07:07,648 autoreload File /usr/lib/python3/dist-packages/yaml/error.py first seen with mtime 1611178924.0
DEBUG 2024-11-03 05:07:07,648 autoreload File /usr/lib/python3.10/asyncio/constants.py first seen with mtime 1726069656.0
